age,gender,country,education,job_role,code_time_numeric,has_machine_learning_numeric
35-39,Male,Hong Kong (S.A.R.),Master’s degree,Data Scientist,4,1
40-44,Male,United States of America,Master’s degree,Other,6,1
22-24,Male,South Africa,Bachelor’s degree,Student,2,1
25-29,Male,Malaysia,Bachelor’s degree,Data Scientist,2,1
22-24,Male,United States of America,Bachelor’s degree,Student,2,1
40-44,Male,Japan,I prefer not to answer,Not employed,1,1
45-49,Male,India,Professional degree,Product/Project Manager,3,1
40-44,Male,Chile,Master’s degree,Other,5,1
30-34,Male,Colombia,Master’s degree,Data Analyst,2,1
18-21,Male,India,Bachelor’s degree,Student,2,1
18-21,Male,China,Bachelor’s degree,Student,1,1
22-24,Male,Brazil,Master’s degree,Data Scientist,1,1
25-29,Prefer not to say,Philippines,Master’s degree,Data Scientist,2,1
35-39,Male,United States of America,Master’s degree,Data Scientist,4,1
25-29,Female,Mexico,Master’s degree,Data Scientist,4,1
45-49,Male,United States of America,Bachelor’s degree,Product/Project Manager,0,0
25-29,Female,United States of America,Master’s degree,Software Engineer,1,0
22-24,Female,South Africa,Bachelor’s degree,Student,3,1
22-24,Male,Viet Nam,Master’s degree,Data Scientist,2,1
25-29,Male,United States of America,Doctoral degree,Student,3,1
22-24,Male,Other,Master’s degree,Student,1,1
30-34,Female,United States of America,Master’s degree,Data Analyst,2,0
25-29,Male,Germany,Doctoral degree,Research Scientist,3,1
30-34,Male,Brazil,Master’s degree,Software Engineer,3,1
25-29,Male,Argentina,Bachelor’s degree,Data Scientist,2,1
30-34,Male,United States of America,Bachelor’s degree,Software Engineer,2,0
45-49,Female,South Korea,Doctoral degree,Research Scientist,1,0
35-39,Male,United States of America,Master’s degree,Research Scientist,1,0
30-34,Male,Brazil,Master’s degree,Data Scientist,2,0
60-69,Male,Brazil,Doctoral degree,Data Analyst,4,1
30-34,Male,Indonesia,Doctoral degree,Data Analyst,2,1
25-29,Male,Brazil,Master’s degree,Other,1,0
30-34,Male,United States of America,Master’s degree,Not employed,4,1
25-29,Male,Other,Master’s degree,Data Scientist,2,1
18-21,Male,India,Bachelor’s degree,Student,1,1
18-21,Male,India,Bachelor’s degree,Software Engineer,0,0
18-21,Male,Singapore,Bachelor’s degree,Student,1,1
30-34,Male,Turkey,Bachelor’s degree,Software Engineer,5,1
30-34,Male,United States of America,Master’s degree,Data Scientist,3,1
60-69,Female,United States of America,Master’s degree,Data Scientist,6,1
18-21,Male,India,Bachelor’s degree,Student,2,1
18-21,Prefer not to say,China,Bachelor’s degree,Student,2,1
40-44,Male,Canada,Some college/university study without earning a bachelor’s degree,Other,3,1
30-34,Male,Brazil,Bachelor’s degree,Product/Project Manager,3,0
22-24,Male,India,Master’s degree,Software Engineer,1,0
60-69,Male,Australia,Master’s degree,Software Engineer,3,1
30-34,Male,Sweden,Doctoral degree,Student,1,1
30-34,Female,Colombia,Professional degree,Data Scientist,2,1
45-49,Male,Canada,Some college/university study without earning a bachelor’s degree,Data Analyst,1,0
40-44,Male,United States of America,Master’s degree,Other,2,1
22-24,Male,India,Master’s degree,Student,1,1
40-44,Male,Australia,Master’s degree,Software Engineer,1,0
18-21,Male,Brazil,Bachelor’s degree,Student,1,1
35-39,Male,India,Doctoral degree,Research Scientist,1,0
25-29,Male,India,Professional degree,Data Scientist,3,1
40-44,Male,United States of America,Master’s degree,Business Analyst,3,1
50-54,Female,Singapore,Bachelor’s degree,Business Analyst,1,0
25-29,Male,Japan,Master’s degree,Software Engineer,2,1
25-29,Male,India,Master’s degree,Other,2,0
18-21,Male,India,Bachelor’s degree,Other,0,0
30-34,Female,United States of America,Doctoral degree,Data Scientist,4,1
25-29,Male,India,Bachelor’s degree,Data Analyst,2,0
30-34,Male,United States of America,Bachelor’s degree,Data Engineer,3,0
45-49,Male,Taiwan,Master’s degree,DBA/Database Engineer,2,1
55-59,Male,United States of America,Doctoral degree,Research Scientist,1,0
40-44,Male,Taiwan,Doctoral degree,Student,4,1
22-24,Male,Hong Kong (S.A.R.),Master’s degree,Data Scientist,3,1
45-49,Male,China,I prefer not to answer,Data Analyst,3,1
40-44,Male,Brazil,Professional degree,Product/Project Manager,2,0
45-49,Male,Taiwan,Master’s degree,Software Engineer,0,0
25-29,Female,Canada,Master’s degree,Data Analyst,3,0
25-29,Male,Brazil,Master’s degree,Other,3,1
45-49,Male,Other,Master’s degree,Data Analyst,6,1
25-29,Male,United States of America,Bachelor’s degree,Other,1,0
50-54,Male,United States of America,Bachelor’s degree,Product/Project Manager,4,1
25-29,Male,Japan,Master’s degree,Data Scientist,3,1
45-49,Male,United States of America,Bachelor’s degree,Software Engineer,6,1
25-29,Male,Canada,Master’s degree,Data Analyst,2,0
25-29,Male,China,Master’s degree,Student,2,1
40-44,Male,India,Master’s degree,Other,1,0
25-29,Male,Viet Nam,Bachelor’s degree,Business Analyst,3,1
35-39,Male,Australia,Bachelor’s degree,Other,4,0
30-34,Male,United States of America,Master’s degree,Data Scientist,4,1
30-34,Male,Brazil,I prefer not to answer,Software Engineer,0,1
22-24,Male,Viet Nam,Bachelor’s degree,Data Scientist,2,1
40-44,Male,United States of America,Master’s degree,Data Scientist,6,1
22-24,Male,India,Bachelor’s degree,Student,2,1
22-24,Male,Indonesia,Bachelor’s degree,Not employed,1,1
35-39,Female,Malaysia,Bachelor’s degree,Business Analyst,2,1
35-39,Male,Other,Master’s degree,Data Scientist,3,1
45-49,Male,Taiwan,Master’s degree,Data Scientist,2,1
40-44,Male,India,Master’s degree,Data Scientist,3,1
45-49,Male,United States of America,Bachelor’s degree,Software Engineer,6,1
40-44,Male,United States of America,Professional degree,Data Scientist,3,1
45-49,Male,United States of America,Bachelor’s degree,Software Engineer,6,1
25-29,Male,Singapore,Bachelor’s degree,Data Analyst,2,0
18-21,Male,India,Bachelor’s degree,Student,1,1
30-34,Male,Brazil,Master’s degree,Data Scientist,5,1
25-29,Female,India,Doctoral degree,Statistician,3,1
30-34,Male,Colombia,Master’s degree,Product/Project Manager,1,0
22-24,Male,Brazil,Master’s degree,Data Scientist,2,0
22-24,Male,Portugal,Master’s degree,Student,1,1
30-34,Female,United States of America,Master’s degree,Student,2,1
35-39,Male,China,Bachelor’s degree,Software Engineer,2,0
22-24,Male,Hong Kong (S.A.R.),Master’s degree,Software Engineer,2,0
40-44,Female,Singapore,Doctoral degree,Research Scientist,1,0
50-54,Male,United States of America,Some college/university study without earning a bachelor’s degree,Software Engineer,3,0
30-34,Male,United States of America,Doctoral degree,Data Scientist,5,1
30-34,Female,Taiwan,Bachelor’s degree,Data Analyst,3,1
30-34,Male,United States of America,Bachelor’s degree,Data Analyst,2,1
18-21,Female,Egypt,Bachelor’s degree,Student,1,1
22-24,Male,Pakistan,Bachelor’s degree,Student,2,1
25-29,Male,Taiwan,Master’s degree,Not employed,1,1
22-24,Male,India,Master’s degree,Not employed,2,1
18-21,Male,India,Bachelor’s degree,Student,0,1
40-44,Male,Singapore,Master’s degree,Business Analyst,1,0
18-21,Male,India,Bachelor’s degree,Student,2,1
60-69,Male,United States of America,Doctoral degree,Research Scientist,6,1
30-34,Male,India,Master’s degree,Business Analyst,1,0
30-34,Male,Japan,Master’s degree,Software Engineer,2,1
35-39,Male,Mexico,Doctoral degree,Research Scientist,2,0
25-29,Male,India,Master’s degree,Research Scientist,1,0
30-34,Male,India,Master’s degree,Other,0,1
18-21,Male,India,Bachelor’s degree,Student,1,1
30-34,Male,Peru,Master’s degree,Business Analyst,0,0
35-39,Female,China,Doctoral degree,Research Scientist,5,1
35-39,Male,India,Master’s degree,Software Engineer,0,0
25-29,Male,China,Bachelor’s degree,Data Scientist,3,0
40-44,Male,Australia,Bachelor’s degree,Software Engineer,6,1
35-39,Male,Brazil,Bachelor’s degree,Software Engineer,1,0
22-24,Male,China,Master’s degree,Student,3,1
35-39,Male,Brazil,Doctoral degree,Research Scientist,2,1
50-54,Male,Other,Some college/university study without earning a bachelor’s degree,Data Analyst,2,1
18-21,Male,India,Bachelor’s degree,Student,2,1
40-44,Male,Chile,Bachelor’s degree,Software Engineer,5,0
25-29,Male,Brazil,Bachelor’s degree,Software Engineer,1,1
50-54,Male,United States of America,Doctoral degree,Data Scientist,4,1
18-21,Male,India,Bachelor’s degree,Student,1,1
25-29,Male,Brazil,Some college/university study without earning a bachelor’s degree,Data Analyst,2,0
22-24,Male,Brazil,Master’s degree,Data Scientist,3,1
22-24,Male,India,Bachelor’s degree,Software Engineer,3,0
50-54,Male,United States of America,Some college/university study without earning a bachelor’s degree,Other,3,0
22-24,Male,Ukraine,Master’s degree,Data Engineer,3,1
35-39,Male,United States of America,Master’s degree,Product/Project Manager,2,0
35-39,Male,United States of America,Master’s degree,Data Scientist,3,1
18-21,Female,China,Master’s degree,Student,1,1
45-49,Male,Belarus,Doctoral degree,Software Engineer,2,0
25-29,Female,China,Bachelor’s degree,Data Analyst,3,1
35-39,Male,United States of America,Master’s degree,Data Scientist,5,1
45-49,Male,Singapore,Doctoral degree,Data Scientist,1,0
35-39,Male,United States of America,Master’s degree,Data Scientist,4,1
50-54,Male,United States of America,Doctoral degree,Data Scientist,6,1
25-29,Male,Colombia,Bachelor’s degree,Data Scientist,3,0
18-21,Male,India,Master’s degree,Not employed,2,1
30-34,Male,Chile,Master’s degree,Data Scientist,3,1
35-39,Male,Australia,Master’s degree,Data Scientist,5,1
55-59,Male,Canada,Bachelor’s degree,Other,2,0
40-44,Female,Chile,Bachelor’s degree,Other,1,0
25-29,Male,India,Bachelor’s degree,Data Analyst,2,1
40-44,Male,Australia,Bachelor’s degree,Business Analyst,2,0
45-49,Male,United States of America,Master’s degree,Research Scientist,6,1
45-49,Male,United States of America,Doctoral degree,Software Engineer,5,1
40-44,Male,United States of America,Master’s degree,Other,2,1
22-24,Male,China,Master’s degree,Business Analyst,1,1
25-29,Male,India,Master’s degree,Student,1,1
25-29,Male,United States of America,Master’s degree,Software Engineer,3,0
30-34,Female,United States of America,Doctoral degree,Student,4,1
50-54,Male,Mexico,Professional degree,Software Engineer,3,1
35-39,Male,United States of America,Doctoral degree,Research Scientist,4,0
25-29,Male,Pakistan,Bachelor’s degree,Other,1,0
22-24,Female,India,Doctoral degree,Not employed,1,1
30-34,Male,United States of America,Doctoral degree,Research Scientist,5,0
30-34,Male,Japan,Professional degree,Data Scientist,3,1
30-34,Male,China,Master’s degree,Data Scientist,4,1
22-24,Male,Brazil,Bachelor’s degree,Software Engineer,1,1
30-34,Male,Brazil,Master’s degree,Research Scientist,2,1
22-24,Male,Malaysia,Bachelor’s degree,Other,1,1
30-34,Male,India,Master’s degree,Data Engineer,5,0
35-39,Prefer not to say,United States of America,Some college/university study without earning a bachelor’s degree,Product/Project Manager,1,1
25-29,Male,Brazil,Master’s degree,Data Scientist,4,1
25-29,Female,Indonesia,Master’s degree,Student,3,1
30-34,Female,United States of America,I prefer not to answer,Student,2,1
30-34,Female,Canada,Bachelor’s degree,Not employed,2,1
25-29,Prefer not to say,Taiwan,Doctoral degree,Software Engineer,2,1
30-34,Male,United States of America,Bachelor’s degree,Data Engineer,5,1
35-39,Male,United States of America,Doctoral degree,Data Scientist,4,1
22-24,Male,India,Master’s degree,Student,1,1
35-39,Male,Japan,Master’s degree,Data Scientist,3,0
22-24,Male,Japan,Master’s degree,Student,2,1
55-59,Male,United States of America,Master’s degree,Business Analyst,3,0
50-54,Female,United States of America,Master’s degree,Data Scientist,6,1
30-34,Male,United States of America,Professional degree,Other,1,0
22-24,Male,India,Bachelor’s degree,Student,1,1
30-34,Male,India,Master’s degree,Data Scientist,4,1
35-39,Female,Malaysia,Master’s degree,Not employed,1,1
35-39,Male,United States of America,Master’s degree,Data Analyst,3,1
25-29,Male,Japan,Master’s degree,Business Analyst,4,0
30-34,Male,Indonesia,Master’s degree,Data Scientist,2,0
40-44,Male,South Korea,Bachelor’s degree,Software Engineer,1,1
22-24,Prefer not to say,Malaysia,Bachelor’s degree,Software Engineer,2,0
50-54,Male,India,Doctoral degree,Other,5,1
18-21,Male,India,Bachelor’s degree,Student,1,1
18-21,Male,India,Bachelor’s degree,Student,1,1
25-29,Male,United States of America,Bachelor’s degree,Data Analyst,3,1
35-39,Male,Hong Kong (S.A.R.),Master’s degree,Data Scientist,4,1
30-34,Male,United States of America,Doctoral degree,Statistician,3,0
25-29,Male,India,Master’s degree,Software Engineer,1,0
30-34,Male,United States of America,Master’s degree,Data Analyst,3,1
40-44,Male,Peru,Master’s degree,Business Analyst,3,1
40-44,Male,Brazil,Master’s degree,Research Scientist,2,1
35-39,Male,United States of America,Doctoral degree,Business Analyst,4,0
40-44,Male,India,Professional degree,Product/Project Manager,0,1
60-69,Male,India,Professional degree,Other,2,0
40-44,Male,Colombia,Master’s degree,Research Scientist,3,1
60-69,Male,United States of America,Doctoral degree,Data Scientist,6,1
25-29,Male,Nigeria,Bachelor’s degree,Not employed,1,1
30-34,Female,Argentina,Master’s degree,Research Scientist,5,0
25-29,Male,Singapore,Bachelor’s degree,Data Scientist,2,1
35-39,Male,United States of America,Doctoral degree,Other,4,1
30-34,Male,China,Doctoral degree,Product/Project Manager,1,0
40-44,Female,Taiwan,Master’s degree,Research Scientist,1,0
25-29,Male,Pakistan,Master’s degree,Software Engineer,1,1
35-39,Male,Taiwan,Master’s degree,Data Analyst,2,0
35-39,Male,Singapore,Master’s degree,Software Engineer,0,0
35-39,Male,Japan,Master’s degree,Product/Project Manager,4,1
35-39,Male,South Korea,Master’s degree,Other,4,0
30-34,Male,Hong Kong (S.A.R.),Master’s degree,DBA/Database Engineer,3,0
22-24,Male,China,Master’s degree,Student,1,1
35-39,Male,Colombia,Bachelor’s degree,Data Engineer,3,1
22-24,Male,India,Bachelor’s degree,Not employed,1,1
30-34,Male,Malaysia,Bachelor’s degree,Data Analyst,1,1
40-44,Male,United States of America,Doctoral degree,Data Scientist,4,0
25-29,Male,Morocco,Master’s degree,Not employed,2,1
35-39,Male,Canada,Master’s degree,Data Engineer,4,1
45-49,Male,United States of America,Master’s degree,Data Analyst,2,1
25-29,Male,India,Master’s degree,Not employed,3,1
30-34,Female,Australia,Master’s degree,Other,2,1
30-34,Male,Japan,Master’s degree,Data Scientist,1,1
50-54,Male,Japan,Some college/university study without earning a bachelor’s degree,Software Engineer,4,0
22-24,Male,India,Bachelor’s degree,Software Engineer,2,0
35-39,Male,India,Doctoral degree,Student,4,1
25-29,Prefer not to say,United States of America,Master’s degree,Student,3,1
22-24,Male,Viet Nam,Bachelor’s degree,Student,1,1
25-29,Male,Thailand,Doctoral degree,Research Scientist,2,0
18-21,Male,Bangladesh,Bachelor’s degree,Research Scientist,1,1
25-29,Male,United States of America,Bachelor’s degree,Student,5,1
25-29,Male,Brazil,Bachelor’s degree,Other,1,0
25-29,Male,Mexico,Master’s degree,Other,3,1
30-34,Male,South Korea,Master’s degree,Data Scientist,3,0
25-29,Male,China,Bachelor’s degree,DBA/Database Engineer,3,0
45-49,Male,Brazil,Master’s degree,Software Engineer,1,1
25-29,Male,United States of America,Bachelor’s degree,Data Scientist,4,1
25-29,Female,Other,Master’s degree,Data Scientist,2,0
50-54,Prefer not to say,United States of America,Doctoral degree,Data Engineer,6,1
18-21,Male,India,Some college/university study without earning a bachelor’s degree,Student,1,1
30-34,Male,United States of America,Bachelor’s degree,Data Analyst,1,1
30-34,Male,China,Bachelor’s degree,Data Scientist,3,1
